Product ID,Product Name EN,URL Slug,Product Subcategory,Application Tags,Holiday / Occasion Tags,Advent Calendar Gift Set,SEO Title,Meta Description,Main Selling Point,Key Features,Custom Options,Main Image Filename,Video Filename
RG-001,Breathable Paper Miswak Holder Sleeves with Anti-mold Tech,breathable-paper-miswak-sleeves,Miswak Holder,Muslim Travel;Personal Care,Travel;Daily,No,Eco-friendly Breathable Miswak Sleeves | ShineleeBox,Premium biodegradable paper miswak sleeves with anti-mold technology. Custom breathable packaging for Muslim travel and oral hygiene.,Microporous paper ensures no more soggy or moldy Miswaks. Eco-friendly and 100% biodegradable FSC certified paper holder.,"Advanced Breathability: Microporous paper technology; Eco-Friendly: 100% biodegradable and FSC certified; Waterproof Inner Coating: Prevents oil stains; Compact Design: Perfect for travel kits","Material: Breathable Specialty Paper; Printing: Food-grade Ink; Custom Logo: Available on Bulk Orders; Size: Customizable for different miswak lengths",image_01.png,
RG-002,Premium Waterproof Hajj & Umrah Tracking Cards with Lanyard,hajj-umrah-tracking-cards,Prayer Guide,Pilgrim Essentials;Hajj;Umrah,Hajj;Umrah,No,Waterproof Hajj & Umrah Tracking Cards | ShineleeBox,Durable synthetic paper Hajj tracking cards with 7-lap Tawaf & Sa'i counter. Tear-proof and sweat-resistant guide for pilgrims.,No distraction from phones in the holy sites. A physical 7-lap counter made of waterproof synthetic paper that works in bright sunlight.,"Waterproof Synthetic Paper: Tear-proof and sweat-resistant; Physical 7-Lap Counter: Manual tracking without electronics; Dua Card Backing: Essential prayers in Arabic/English; Lanyard Included: Hands-free ritual performance","Material: Synthetic PVC-free Paper; Printing: High-contrast UV print; Languages: Arabic, English, Urdu, French; Attachment: Safety Breakaway Lanyard",image_01.png,
RG-003,DIY Cardboard Zakat Box for Kids - Educational Sadaqah Bank,diy-cardboard-zakat-box,Charity Box,Educational;Charity,Ramadan;Eid,No,Educational DIY Zakat Box for Kids | ShineleeBox,Flat-pack eco-friendly cardboard Zakat box for children. Teach charity through a fun assembly and milestone saving experience.,Turns Zakat into a tangible habit for kids. Flat-pack design reduces international shipping costs by 70%. Eco-friendly 100% recyclable cardstock.,"Educational Experience: Interactive way to teach Zakat; Flat-Pack Efficiency: Fits in envelopes for low shipping cost; No Glue Required: Easy interlocking assembly; Eco-Friendly: 100% recyclable premium board","Design: Custom Cartoon or Geometric Themes; Material: 350gsm Coated Board; Finishing: Gloss or Matte Lamination; Packaging: Individually polybagged flat",image_01.png,
RG-004,Professional Hospital Wudu Kit - Disposable Tayammum Pad,professional-hospital-wudu-kit,Wudu Kit,Clinical;Medical;Religious,Medical;Recovery,No,Professional Hospital Wudu Kit | ShineleeBox,Disposable Tayammum pad and super-absorbent towel set for hospital patients. Sterile spiritual care solution for clinical environments.,Empowers bedbound patients to fulfill religious needs independently. Natural earth-based dry ablution solution that keeps dressings dry and floors spill-free.,"Premium Tayammum Pad: Natural earth-based dry ablution; Clinical Safety: Sterile packaging for medical use; Patient Dignity: Supports independent prayer; Super-Absorbent Towel: Quick cleanup without spills","Kit Contents: 1x Tayammum Pad, 1x Absorbent Towel, 1x Instruction Card; Packaging: Medical-grade sterile pouch; Outer Box: 100 kits per master carton",image_01.png,
RG-005,LED Lighted Holy Water Bottle Gift Box Set,led-holy-water-gift-box,Holy Water Box,Church;Baptism;Souvenir,Baptism;Sacrament,No,LED Lighted Holy Water Bottle Gift Box | ShineleeBox,Premium religious gift box with integrated LED base for holy water bottles. Luxury church souvenir for baptism and sacred ceremonies.,Transform a simple container into a sacred display piece. Soft illumination highlights the transparency of the holy water bottle in a high-density rigid box.,"LED Integrated Base: Enhances bottle presentation; High-Density Rigid Board: Durable protection and luxury feel; Religious Compliance: Elegant gold-foiled cross motifs; Battery Powered: Long-lasting cordless lighting","Structure: Book-style Magnetic Box; LED Color: Warm White or Cool White; Foil: Gold or Silver Cross Decoration; Inserts: Custom EVA or Velvet Trays",image_01.png,
RG-006,49 Pcs Hajj & Umrah Ritual Stone Box Set - Jamarat Kit,ritual-stone-box-set,Jamarat Pouch,Hajj;Umrah;Essentials,Hajj;Umrah,No,Hajj Ritual Stone Box Set (49 Pcs) | ShineleeBox,Travel-ready Jamarat ritual stone box containing 49 pre-cleaned pebbles. Premium Hajj essential for stoning rituals with magnetic closure.,Saves pilgrims the time of searching for pebbles in Muzdalifah. Engineered for the rigors of Hajj with a secure magnetic or interlocking closure.,"49 Pre-cleaned Pebbles: Ready for Ramy al-Jamarat ritual; Reinforced Structure: Prevents accidental spills during travel; Compact Size: Fits easily in pilgrim bags; Islamic Geometric Design: Respectful and high-end look","Pebble Count: 49 (Standard) or Custom; Box Material: Reinforced Grey Board; Decoration: Islamic Calligraphy; Closure: Magnetic or Ribbon Tie",image_01.png,
RG-007,Janazah Emergency Kit - Standardized Hospital Funeral Box,janazah-emergency-kit,Funeral Box,Clinical;Care;Religious,Funeral;Memorial,No,Hospital Janazah Emergency Kit | ShineleeBox,Standardized Muslim funeral kit for medical facilities. Includes Kafan sample, camphor oil, and ritual guide in a respectful rigid box.,Provides a respectful and standardized Muslim end-of-life care solution for hospitals in non-Muslim countries. Simplifies the janazah process for staff and families.,"Respectful Presentation: Solemn and professional design; Essential Components: Kafan samples, oils, and ritual guides; Hospital Standardized: Fits clinical storage requirements; Multi-language Guide: Clear instructions for diverse families","Inner Components: Customizable based on regional rites; Branding: Available for Hospital Groups; Material: Moisture-resistant board; Size: Compact shelf-ready box",image_01.png,
RG-008,Sadaqah Milestone Box with Progress Window & Daily Log,sadaqah-milestone-box,Charity Box,Educational;Family,Daily;Ramadan,No,Sadaqah Milestone Charity Box | ShineleeBox,Premium charity saving box with progress tracking window and daily log. Elegant rigid board design for family and educational use.,Turns random coin-dropping into a meaningful family ritual. Features a progress window and an integrated daily log for tracking charity milestones.,"Progress Tracking Window: Visual motivation for giving; Integrated Daily Log: Record of intentions and dates; Luxury Rigid Structure: Durable for year-round use; Elegant Hot Stamping: Encouraging religious quotes in gold","Material: Premium Textured Specialty Paper; Window: Transparent Acetate; Stamping: Gold or Rose Gold Foil; Log Book: Detachable or Integrated",image_01.png,
RG-009,Removable Qibla Direction Stickers - 1000pcs Bulk Roll,qibla-direction-stickers,Qibla Sticker,Hotel;Airbnb;Prayer Room,Daily;Hospitality,No,Premium Bulk Qibla Direction Stickers | ShineleeBox,1000pcs roll of removable gold foil Qibla stickers for hotels and Airbnbs. No residue adhesive protects surfaces while guiding prayer.,Upgrade your hospitality facility instantly. Specifically designed for hotels and Airbnbs to mark the Qibla direction elegantly with no surface residue.,"No Residue Adhesive: Protects expensive furniture surfaces; Gold Foil Design: Premium Islamic geometric aesthetic; 1000pcs Bulk Roll: Economical for large hospitality groups; Easy Application: Simple peel-and-stick process","Roll Size: 1000 stickers per roll; Sticker Diameter: 3cm to 5cm; Foil Color: Matte Gold or Shiny Silver; Shape: Arrow or Geometric Circle",image_01.png,
RG-010,Premium Tayammum Pad Corrugated Board with Dust for Dry Ablution,premium-tayammum-pad-dry-ablution,Tayammum Pad,Islamic Ritual;Travel Essentials;Medical,Daily;Religious;Medical,No,Premium Tayammum Pad for Dry Ablution | ShineleeBox,Custom corrugated Tayammum pad with clean earth for dry ablution. Portable durable and FSC certified packaging for Islamic rituals and medical spiritual care.,Complete kit with dry earth beautifully packed in a durable corrugated board box. Designed specifically for the Islamic act of Tayammum when water is unavailable.,"Durable Corrugated Board: Strong pressure resistance; Highly Portable: Compact and lightweight; Complete Kit: Includes pre-packed dry earth (Pak Matti); Purpose-Built: Specifically for Islamic dry ablution rites","Material: Corrugated Board or Rigid Paperboard; Size: Standard 20x18x8 cm (Customizable); Printing: Hot Stamping UV Print CMYK; Finish: Matt/Glossy Lamination Embossing",image_01.png,
